section,group,row,label,year_start,year_end,continues_left,continues_right,uncertain,is_layout,color,note,link
Canada,"Documents, Acts & Treaties",3162,Canada joins the United Nations,1944,1946,False,False,False,False,#9BBB59,,
Canada,"Documents, Acts & Treaties",3162,Quebec narrowly rejects independence,1994,1996,False,False,False,False,#9BBB59,,
Canada,"Buildings, Construction & Monuments",3164,Jacques Cartier's third voyage,1542,1544,False,False,False,False,#B3B1A9,,
Canada,"Buildings, Construction & Monuments",3164,Voyages of Martin Frobisher to discover the Nort-West Passage,1576,1578,False,False,False,False,#B3B1A9,,
Canada,"Buildings, Construction & Monuments",3164,The Halifax Treaties are signed,1758,1760,False,False,False,False,#FAC090,"1760-1761 The Halifax Treaties are signed between the Wabanaki Confederacy and the British Crown to end warring between the Indigenous peoples of the Maritimes and the British. One by one, various First Nations signed treaties to pledge ""peace and friendship"" with the British. The issue of aboriginal title is not covered in the treaties.",
Canada,"Buildings, Construction & Monuments",3164,The Charlottetown Conference is held,1864,1866,False,False,False,False,#9BBB59,"1864 - The Charlottetown Conference, the first of several meetings to discuss a Maritime Union and Canadian Confederation, is held in Charlottetown.",
Canada,"Buildings, Construction & Monuments",3164,Great Depression,1928,1938,False,False,False,False,#9BBB59,,
Canada,"Buildings, Construction & Monuments",3164,Canada joins NATO,1948,1950,False,False,False,False,#9BBB59,,
Canada,"Buildings, Construction & Monuments",3164,James Bay Hydroelectric Project begins,1974,1976,False,False,False,False,#93CDDD,"1973 - The Quebec Superior Court blocks the James Bay Hydroelectric Project by ruling that the Indigenous peoples of the region had not extinguished their aboriginal title to the lands and that Quebec and Canada must negotiate for such title in order to build the project. The projct began construction in 1974. The final accord is signed 11 November 1975 by Canada, Quebec, Hydro-Quebec and the Cree of Quebec. The treaty becomes enshrined in the 1982 Canadian Constitution.",
Canada,"Buildings, Construction & Monuments",3166,A fur trade monopoly was granted to Pierre de Monts,1604,1606,False,False,False,False,#9BBB59,,
Canada,"Buildings, Construction & Monuments",3166,The Royal Proclamation of 1763,1762,1764,False,False,False,False,#FAC090,"1763 - The Royal Proclamation of 1763 is issued by King George III, forbidding settlement west of the Appalachian Mountains, which was delineated as an Indian Reserve. The document is the first to recognize aboriginal title, a right included in the Canadian Constitution. Its banning of settlements west of the 13 British Colonies would eventually become one of the factors inciting the American Revolution.",
Canada,"Buildings, Construction & Monuments",3166,Battle of Beaver Dams,1814,1816,False,False,False,False,#E6B9B8,"1813 - During the War of 1812, Laura Secord learns of an American plan to launch a surprise attack on British forces and walks 20 miles to warn the defenders. The British defeat the American invaders at the Battle of Beaver Dams on 24 June.",
Canada,"Buildings, Construction & Monuments",3166,Red River Rebellion,1868,1870,False,False,False,False,#E6B9B8,"1869–1870 A group of Métis led by Louis Riel mount the Red River Rebellion against Canadian intrusion and in the Red River Colony. The Canadian government regains control after acceding to many of Riel's demands, but he flees into exile in the United States after the government refused to grant him amnesty.",
Canada,"Buildings, Construction & Monuments",3166,The first powered heavier-than-air flight in Canada,1908,1910,False,False,False,False,#9BBB59,"1909 - The first powered heavier-than-air flight in Canada occurred on Bras d'Or Lake at Baddeck, Nova Scotia, when John Alexander Douglas McCurdy piloted the AEA Silver Dart over a flight of less than 1 kilometer.",
Canada,"Buildings, Construction & Monuments",3166,The CN Tower opens in Toronto,1976,1978,False,False,False,False,#93CDDD,,
Canada,Wars and Battles,3168,Nova Scotia claimed for Scotland,1622,1624,False,False,False,False,#FFC000,,
Canada,Wars and Battles,3168,King William's War,1688,1690,False,False,False,False,#E6B9B8,,
Canada,Wars and Battles,3168,Battle of Quebec,1776,1778,False,False,False,False,#E6B9B8,"1775 - The Invasion of Quebec and the Battle of Quebec take place, during the American Revolutionary War against Great Britain. These became a failed attempt at seizing military control of the British Province of Quebec and convince the French-speaking Canadiens to join the revolution on the side of the Thirteen Colonies.",
Canada,Wars and Battles,3168,Oregon Treaty is signed,1844,1846,False,False,False,False,#FAC090,"1846 - The Oregon boundary dispute is settled with the signing of the Oregon Treaty, extending the boundary between British North America and the United States along the 49th parallel from the Rocky Mountains to the Juan de Fuca Strait, and defining the maritime boundary to the Pacific Ocean.",
Canada,Wars and Battles,3168,North-West Rebellion,1884,1886,False,False,False,False,#E6B9B8,"1885 - Several hundred Catholic Francophone Métis led by Louis Riel and supported by Cree fighters mount the North-West Rebellion and establish the Provisional Government of Saskatchewan. Riel is captured at the Battle of Batoche (9–12 May), tried for treason, and hanged on 16 November 1885. Francophones bitterly denounce the sentence and Canada becomes deeply polarized along ethno-religious lines.",
Canada,Wars and Battles,3168,Explosion in Halifax Harbour,1916,1918,False,False,False,False,#9BBB59,"1917 - An explosion caused by an accidental collision between two merchant ships, one filled with explosives for the war, occurs in Halifax Harbour, resulting in 2000 people dead and 9000 injured.",
Canada,Wars and Battles,3168,Canadian Citizenship Act,1946,1948,False,False,False,False,#FAC090,"The Canadian Citizenship Act, 1946 comes into force creating a new, separate, Canadian legal citizenship for all British subjects born, raised, or resident in Canada and automatic citizenship for all those born in Canada after this date.",
Canada,Wars and Battles,3168,Quebec votes to remain in Canada,1980,1982,False,False,False,False,#9BBB59,"1980 - A referendum on Quebec independence is held, resulting in a majority (59.56%) of the province voting to remain in Canada.",
Canada,Wars and Battles,3170,A charter was given by James VI for a settlement at Cape Breton but was never colonised,1626,1628,False,False,False,False,#9BBB59,,
Canada,Wars and Battles,3170,Klondike Gold Rush,1894,1896,False,False,False,False,#9BBB59,"1896 - Gold is discovered in the Klondike region of the Yukon Territory, sparking the Klondike Gold Rush. Tens of thousands flood into the Klondike region during 1897 and 1898.",
Canada,Wars and Battles,3170,Royal Canadian Air Force is established,1918,1920,False,False,False,False,#9BBB59,,
Canada,Wars and Battles,3170,The Constitution Act is enacted,1982,1984,False,False,False,False,#FAC090,"1982 - The enactment of the Constitution Act, 1982, by royal proclamation. Canada achieves total independence from Great Britain through Patriation of its Constitution. The Constitution includes the Canadian Charter of Rights and Freedoms, guaranteeing individual human rights. The Act also guarantees all treaty rights of Indigenous peoples in Canada. The Government of Quebec refuses to sign the deal and attempts to veto the Act; the Supreme Court of Canada rules that Quebec's assent is not required.",
Canada,Wars and Battles,3172,Battle of Québec,1690,1692,False,False,False,False,#E6B9B8,"1690 - The Battle of Québec was fought between the colonies of New France and Massachusetts Bay, then ruled by the kingdoms of France and England, respectively. It was the first time Québec's defenses were tested, with the new Englanders hoping to seize Québec, then the capital of New France. They failed to take the city.",
Canada,Wars and Battles,3172,Siege of Port Royal,1710,1712,False,False,False,False,#E6B9B8,"1710 - In the Siege of Port Royal, the capital of Acadia falls to the British, defeating the French garrison and their Wabanaki Confederacy Indigenous allies. This begins an expansion into present-day Nova Scotia by the British.",
Canada,Wars and Battles,3172,North West Company,1778,1822,False,False,False,False,#9BBB59,"The North West Company was a fur trading business headquartered in Montreal from 1779 to 1821. It competed with increasing success against the Hudson's Bay Company in what is present-day Western Canada and Northwestern Ontario. With great wealth at stake, tensions between the companies increased to the point where several minor armed skirmishes broke out, and the two companies were forced by the British government to merge.",
Canada,Wars and Battles,3172,Women gain the right to vote in federal elections,1918,1920,False,False,False,False,#9BBB59,1918 - Women gain the right to vote in Canada except for Quebec.,
Canada,Wars and Battles,3172,The Meech Lake Accord is signed,1986,1988,False,False,False,False,#FAC090,"1987 - The Meech Lake Accord is signed by all ten provincial premiers and Prime Minister Brian Mulroney. The accord is intended to grant further powers to all provinces and grant distinct society status to Quebec, which had opposed the repatriation of the Canadian Constitution. The Accord is not ratified by all provincial parliaments within the required three years, heightening national unity tensions.",
Canada,Wars and Battles,3174,Merger of Hudson's Bay Company and the North West Company,1822,1824,False,False,False,False,#9BBB59,"1821 - Merger of Hudson's Bay Company and the North West Company ending the Pemmican War, a series of armed skirmishes between the rival fur trading companies. As part of the merger, the monopoly of HBC is extended north to the Arctic Ocean and west to the Pacific Ocean.",
Canada,Wars and Battles,3174,Women gain the right to vote in Quebec,1940,1942,False,False,False,False,#9BBB59,,
Canada,Wars and Battles,3174,The Canada–United States Free Trade Agreement is established,1988,1990,False,False,False,False,#9BBB59,,
Canada,Wars and Battles,3176,Queen Anne's War,1702,1712,False,False,False,False,#E6B9B8,,
Canada,Wars and Battles,3176,Robinson Treaties are signed,1850,1852,False,False,False,False,#FAC090,"1850 - The Robinson Treaties are signed between the Ojibwa and the British Crown, surrendering the northern shores of Lake Superior and Lake Huron for £2,160 and an annual payment of £600.",
Canada,Wars and Battles,3176,Canada enters the First World War,1914,1916,False,False,False,False,#E6B9B8,,
Canada,Wars and Battles,3176,The North American Free Trade Agreement comes into force,1994,1996,False,False,False,False,#9BBB59,"1994 - The North American Free Trade Agreement came into force, creating a free trade zone between Canada, Mexico and the United States, superseding the 1988 Canada-US Agreement.",
Canada,Wars and Battles,3178,The Surrender of the Saugeen Peninsula is signed,1854,1856,False,False,False,False,#FAC090,"1854 - The Surrender of the Saugeen Peninsula is signed between the Chippewa and the Crown, surrendering the lands of the Saugeen Peninsula (Bruce Peninsula) in Canada West in exchange for reserves and interest on the sale of the surrendered lands.",
Canada,Wars and Battles,3178,Battle of Vimy Ridge,1916,1918,False,False,False,False,#E6B9B8,"1917 - The four divisions of the Canadian Expeditionary Force fight together for the first time in the Battle of Vimy Ridge, which becomes celebrated as a national symbol of achievement and sacrifice and a formative milestone in the development of Canada's national identity.",
Canada,Wars and Battles,3178,Canada enters the Second World War,1938,1940,False,False,False,False,#E6B9B8,"1939 - Canada, with its parliament's support, enters the Second World War by declaring war on Germany. The Dominion of Newfoundland had entered the war as a British colony upon the United Kingdom's declaration of war one week earlier. Over 1 million Canadians serve the armed forces during the war.",
Canada,Wars and Battles,3180,The Indian Act is passed,1876,1878,False,False,False,False,#FAC090,"1876 - The Indian Act is passed. The Act updates previous legislation of the Province of Canada addressing the relationship between the Government of Canada and officially recognized First Nations. It establishes official definitions of ""Indian status"" and defines Indigenous government.",
Canada,Wars and Battles,3180,Canadian fighter pilot Roy Brown shoots down the famous German pilot the Red Baron,1918,1920,False,False,False,False,#9BBB59,,
Canada,French Colonies,3182,Numbered Treaties,1872,1922,False,False,False,False,#FAC090,"1871 - Treaty 1 is signed between the Chippewa and Swampy Cree First Nations and the Crown surrendering lands in Manitoba. 1871 - Treaty 2 is signed between the Chippewa Cree First Nation and the Crown surrendering lands in Manitoba and Saskatchewan | 1873 - Treaty 3 is signed between the Ojibwe First Nations and the Canadian Crown, surrendering lands in Northwestern Ontario (present-day) and Manitoba. 1874 - Treaty 4 is signed between the Cree First Nations and the Crown of Canada, surrendering lands in present-day Saskatchewan, Alberta and Manitoba. | 1875 - Treaty 5 is signed between the Saulteaux and Swampy Cree First Nations and the Canadian Crown, surrendering lands in Manitoba, Saskatchewan and Ontario. 1876 - Treaty 6 is signed between the Plain and Wood Cree First Nations and the Canadian Crown, surrendering lands in present-day Alberta and Saskatchewan. 1877 - Treaty 7 is signed by the Nakoda and Blackfoot First Nations and the Canadian Crown, surrendering lands in southern present-day Alberta. | 1899 - Treaty 8 is signed by the Cree, Beaver, Chipewyan First Nations and the Canadian Crown, surrendering 840,000 square kilometres (320,000 sq mi) of lands in present-day British Columbia, Alberta and Saskatchewan. | 1905 - Treaty 9 is signed by the Anishinaabe (Algonquin and Ojibway) and Omushkegowuk Cree communities and the Crown, surrendering land in Northern Ontario and Northwestern Quebec to James Bay | 1906 - Treaty 10 is signed between several First Nations, including the Cree and Chipewyan, and the Crown, surrendering 220,000 square kilometres (85,000 sq mi) in northern Saskatchewan and Alberta. Additional nations signed on later in 1906 and 1907. | 1921 - Treaty 11, the last of the Numbered Treaties, is signed by the Slavey, Dogrib, Loucheux, Hare First Nations and the Canadian Crown. It covers a region within the Northwest Territories.",
Canada,French Colonies,3184,Prime,1852,1864,False,False,False,False,,,https://en.wikipedia.org/wiki/List_of_prime_ministers_of_Canada
Canada,French Colonies,3184,John A. Macdonald,1866,1874,False,False,False,False,#FFFF99,,
Canada,French Colonies,3184,Charles Tupper,1894,1896,False,False,False,False,#FFFF99,,
Canada,French Colonies,3184,Robert Borden,1912,1920,False,False,False,False,#FFFF99,,
Canada,French Colonies,3184,R. B. Bennett,1930,1934,False,False,False,False,#FFFF99,,
Canada,French Colonies,3184,Louis St. Laurent,1948,1956,False,False,False,False,#FFFF99,,
Canada,French Colonies,3184,Pierre Trudeau,1968,1978,False,False,False,False,#FFFF99,,
Canada,French Colonies,3184,Kim Campbell,1992,1994,False,False,False,False,#FFFF99,,
Canada,French Colonies,3186,Ministers,1852,1864,False,False,False,False,,,
Canada,French Colonies,3186,Alexander Mackenzie,1874,1878,False,False,False,False,#FFFF99,,
Canada,French Colonies,3186,Wilfrid Laurier,1896,1912,False,False,False,False,#FFFF99,,
Canada,French Colonies,3186,Arthur Meighen,1920,1922,False,False,False,False,#FFFF99,,
Canada,French Colonies,3186,John Diefenbaker,1956,1964,False,False,False,False,#FFFF99,,
Canada,French Colonies,3186,Joe Clark,1978,1980,False,False,False,False,#FFFF99,,
Canada,French Colonies,3186,Jean Chrétien,1992,2002,False,False,False,False,#FFFF99,,
Canada,French Colonies,3186,Mark Carney 2025 - present,2024,2026,False,False,False,False,#FFFF99,,
Canada,French Colonies,3188,of,1852,1864,False,False,False,False,,,
Canada,French Colonies,3188,John Abbott,1890,1892,False,False,False,False,#FFFF99,,
Canada,French Colonies,3188,William Lyon Mackenzie King,1922,1926,False,False,False,False,#FFFF99,,
Canada,French Colonies,3188,Lester B. Pearson,1964,1968,False,False,False,False,#FFFF99,,
Canada,French Colonies,3188,John Turner,1984,1986,False,False,False,False,#FFFF99,,
Canada,French Colonies,3188,Paul Martin,2002,2006,False,False,False,False,#FFFF99,,
Canada,French Colonies,3188,Justin Trudeau,2016,2018,False,False,False,False,#FFFF99,,
Canada,French Colonies,3190,Canada,1852,1864,False,False,False,False,,,
Canada,French Colonies,3190,John Thompson,1892,1894,False,False,False,False,#FFFF99,,
Canada,French Colonies,3190,Brian Mulroney,1984,1992,False,False,False,False,#FFFF99,,
Canada,French Colonies,3190,Stephen Harper,2006,2016,False,False,False,False,#FFFF99,,
Canada,French Colonies,3192,France cedes New France to Great Britain,1764,1766,False,False,False,False,#9BBB59,"1763 - The Seven Years' War is ended by the Treaty of Paris. France cedes New France to Great Britain, its colony Canada becoming the British Province of Quebec, and its remaining maritime colonies annexed by Nova Scotia.",
Canada,French Colonies,3192,Mackenzie Bowell,1894,1896,False,False,False,False,#FFFF99,,
Canada,French Colonies,3192,Britain formally recognizes the independence of Canada,1930,1932,False,False,False,False,#9BBB59,"aohara: 1931 - The Statute of Westminster 1931 is enacted in Britain, officially ending the power of the British parliament to pass and nullify laws in a Dominion without the Dominion's request and consent. The statute formally recognized the de facto independence attained by Canada following the First World War.",
Canada,French Colonies,3194,New France (in Canada),1534,1764,False,False,False,False,#95B3D7,"New France (French: Nouvelle-France) was the territory colonized by France in North America, beginning with the exploration of the Gulf of Saint Lawrence by Jacques Cartier in 1534 and ending with the cession of New France to Great Britain and Spain in 1763 under the Treaty of Paris. A vast Viceroyalty, New France consisted of five colonies at its peak in 1712, each with its own administration: Canada, the most developed colony, which was divided into the districts of Québec, Trois-Rivières, and Montréal, Hudson Bay, Acadie in the northeast, Terre-Neuve (Plaisance) on the island of Newfoundland, and Louisiane. It extended from Newfoundland to the Canadian Prairies and from Hudson Bay to the Gulf of Mexico, including all the Great Lakes of North America.",
Canada,French Colonies,3194,The British purchase land from the Mississaugas in present-day Ontario,1782,1784,False,False,False,False,#FFFF66,"1784 - Over 3,000,000 acres (1,200,000 ha) of land is purchased by the British Crown from the Mississaugas of the Credit First Nation in present-day Ontario for £1180.00",
Canada,British Colonies,3196,British America (in Canada),1608,1782,False,False,False,False,#E6B9B8,"British America comprised the colonial territories of the English Empire, and the successor British Empire, in the Americas from 1607 to 1783. These colonies were formally known as British America and the British West Indies just before thirteen of the colonies declared their independence in the American Revolution (1765–1783) and formed the United States of America. After the American Revolutionary War, the term British North America was used to refer to the remainder of Great Britain's possessions in what became Canada, and British West Indies to its various island territories, and to what became Belize, and Guyana. The term British North America was used in 1783, but it was more commonly used after the Report on the Affairs of British North America, published in 1839 and generally known as the Durham Report.",
Canada,British Colonies,3196,British North America,1782,1908,False,False,False,False,#E6B9B8,,
Canada,Canadian Provinces,3198,Canada (New France),1608,1764,False,False,False,False,#D2DBE5,,
Canada,Canadian Provinces,3198,Province of Quebec,1764,1792,False,False,False,False,#F2DCDB,The Constitutional Act of 1791 divides the Province of Quebec into Upper and Lower Canada (modern-day Ontario and Quebec).,
Canada,Canadian Provinces,3198,The Dominion of Canada,1866,2024,False,False,False,False,#FFFF66,"1867 - The British North America Act, 1867, divides the Province of Canada into Ontario and Quebec and joins them with New Brunswick and Nova Scotia to form a confederated state called the Dominion of Canada.",
Canada,Canadian Provinces,3200,Pays d'en Haut,1610,1764,False,False,False,False,#D2DBE5,,
Canada,Canadian Provinces,3200,The,1776,1786,False,False,False,False,,,
Canada,Canadian Provinces,3200,Upper Canada,1792,1840,False,False,False,False,#F2DCDB,"1841 - Under the terms of the Act of Union 1840, the British colonies of Lower Canada and Upper Canada are merged into the single Province of Canada.",
Canada,Canadian Provinces,3200,Province of Canada,1840,1866,False,False,False,False,#F2DCDB,,
Canada,Canadian Provinces,3200,Ontario,1866,2024,False,False,False,False,#FFFF99,,
Canada,Canadian Provinces,3202,Canadas,1776,1786,False,False,False,False,,,
Canada,Canadian Provinces,3202,Lower Canada,1792,1840,False,False,False,False,#F2DCDB,,
Canada,Canadian Provinces,3202,Quebec,1866,2024,False,False,False,False,#FFFF99,,
Canada,Canadian Provinces,3204,Acadie,1604,1712,False,False,False,False,#D2DBE5,,
Canada,Canadian Provinces,3204,Nova Scotia,1712,1866,False,False,False,False,#F2DCDB,,
Canada,Canadian Provinces,3204,Nova Scotia,1866,2024,False,False,False,False,#FFFF99,,
Canada,Canadian Provinces,3206,Île Royale (Cape Breton),1712,1764,False,False,False,False,#D2DBE5,,
Canada,Canadian Provinces,3206,Cape Breton Island,1764,1820,False,False,False,False,#F2DCDB,,
Canada,Canadian Provinces,3208,New Brunswick,1784,1866,False,False,False,False,#F2DCDB,"1784 - New Brunswick and Cape Breton Island are partitioned from Nova Scotia, becoming separate colonies. Cape Breton re-joins Nova Scotia in 1820.",
Canada,Canadian Provinces,3208,New Brunswick,1866,2024,False,False,False,False,#FFFF99,,
Canada,Canadian Provinces,3212,Rupert's Land,1670,1870,False,False,False,False,#F2DCDB,"Rupert's Land or Prince Rupert's Land, was a territory in British North America which comprised the Hudson Bay drainage basin; this was further extended from Rupert's Land to the Pacific coast in December 1821. It was established to be a commercial monopoly by the Hudson's Bay Company (HBC), based at York Factory. The territory operated for 200 years from 1670 to 1870. Its namesake was Prince Rupert of the Rhine, who was a nephew of King Charles I and the first governor of HBC. The areas formerly belonging to Rupert's Land lie mostly within what is today Canada, and included the whole of Manitoba, most of Saskatchewan, southern Alberta, southern Nunavut, and northern parts of Ontario and Quebec. Additionally, it also extended into areas that would eventually become part of Minnesota, North Dakota, and Montana.",
Canada,Canadian Provinces,3212,Manitoba,1870,2024,False,False,False,False,#FFFF99,,
Canada,,3214,Red River Colony,1812,1870,False,False,False,False,#F2DCDB,"1811 - Settlement began of the Red River Colony, a 300,000 square kilometres (120,000 sq mi; five times that of Scotland) area, by Thomas Douglas, 5th Earl of Selkirk via a land grant from the Hudson's Bay Company, of which he was a part-owner. The territory later became part of Manitoba and the Missouri Territory.",
Canada,,3216,Vancouver Island,1848,1866,False,False,False,False,#F2DCDB,,
Canada,,3218,Columbia District,1794,1822,False,False,False,False,#F2DCDB,,
Canada,,3218,Columbia Department,1822,1846,False,False,False,False,#F2DCDB,,
Canada,,3218,B.C.,1858,1866,False,False,False,False,#F2DCDB,"The Colony of British Columbia was a crown colony in British North America from 1858 until 1866 that was founded by Richard Clement Moody, who was selected to 'found a second England on the shores of the Pacific', who was Chief Commissioner of Lands and Works for British Columbia and the first Lieutenant-Governor of British Columbia. This original colony of British Columbia did not include either the Colony of Vancouver Island, or the regions north of the Nass River and Finlay River, or the regions east of the Rocky Mountains, or any of the coastal islands, but did include the Colony of the Queen Charlotte Islands and from 1863 the Stikine Territory. The colony was in 1866 incorporated with the Colony of Vancouver Island to create the new Colony of British Columbia (1866–1871). | The Colony of British Columbia was a British Crown Colony that resulted from the amalgamation of the two former colonies, the Colony of Vancouver Island and the mainland Colony of British Columbia. The two former colonies were united in 1866, and the united colony existed until its incorporation into the Canadian Confederation in 1871.",
Canada,,3218,B.C.,1866,1872,False,False,False,False,#F2DCDB,,
Canada,,3218,British Columbia,1872,2024,False,False,False,False,#FFFF99,,
Canada,,3220,St. John's Island is partitioned from Nova Scotia,1768,1770,False,False,False,False,#FFFF66,"1769 - St. John's Island is partitioned from Nova Scotia, becoming a separate colony from the mainland. The colony is renamed Prince Edward Island in 1798.",
Canada,,3220,Colony of the Queen Charlotte Islands,1852,1862,False,False,False,False,#F2DCDB,,
Canada,,3222,New Caledonia (Canada),1806,1858,False,False,False,False,#F2DCDB,"New Caledonia was a fur-trading district of the Hudson's Bay Company that comprised the territory of the north-central portions of present-day British Columbia, Canada. Though not a British colony, New Caledonia was part of the British claim to North America. Its administrative centre was Fort St. James.",
Canada,,3222,Stickeen Territories,1862,1864,False,False,False,False,#F2DCDB,,
Canada,,3224,Isle Saint-Jean (Prince Edward Island),1712,1764,False,False,False,False,#D2DBE5,,
Canada,,3224,St. John's Island,1768,1798,False,False,False,False,#F2DCDB,,
Canada,,3224,Prince Edward Island,1798,1874,False,False,False,False,#F2DCDB,,
Canada,,3224,Prince Edward Island,1874,2024,False,False,False,False,#FFFF99,,
Canada,,3226,Part of Rupert's Land also became the Province of Manitoba,1670,1870,False,False,False,False,,,
Canada,,3228,North-Western Territory,1712,1782,False,False,False,False,,"It is obscure when exactly the United Kingdom first asserted sovereignty over the territory; however, after France accepted British sovereignty over the Hudson Bay coast by the Treaty of Utrecht (1713), the UK was the only European power with practical access to that part of the continent. The Hudson's Bay Company, despite the royal charter assigning only Rupert's Land to the company, had long used the region as part of its trading area.",
Canada,,3228,North-Western Territory,1782,1870,False,False,False,False,#F2DCDB,"1870 - Concluding a series of agreements between Canada, the United Kingdom, and the Hudson's Bay Company, Canada acquires Rupert's Land and the North-Western Territory, forming the Northwest Territories. In the aftermath of the Red River Rebellion, Manitoba is subdivided from the new territory in the area around Winnipeg, becoming Canada's fifth province. Land rights are granted to the Métis.",
Canada,,3228,Northwest Territories,1870,2024,False,False,False,False,#FFFF99,1905 - Alberta and Saskatchewan are partitioned out of the Northwest Territories to become the eighth and ninth provinces of Canada.,
Canada,,3230,British Arctic Territories,1576,1880,False,False,False,False,#F2DCDB,"The British Arctic Territories were a constituent region of British North America, composed of islands to the north of continental North America. They are now known as the Arctic Archipelago. The British claim to the area was based on the discoveries of Martin Frobisher (1535–1594). | 1880 - The British Arctic Territories are ceded to Canada, becoming part of the Northwest Territories.",
Canada,,3230,Yukon Territory,1898,2002,False,False,False,False,#FFFF99,,
Canada,,3230,Yukon,2002,2024,False,False,False,False,#FFFF99,,
Canada,,3232,Humphrey Gilbert claims Newfoundland for the Kingdom of England,1582,1584,False,False,False,False,#B3B1A9,1583 - Explorer Humphrey Gilbert lands in present-day St. John's and lays claim to the island of Newfoundland for the Kingdom of England under the Doctrine of Discovery. He dies at sea and permanent settlement by the British had to await better planned attempts.,
Canada,,3232,Northwest Territories,1870,1904,False,False,False,False,,,
Canada,,3232,Saskatchewan,1904,2024,False,False,False,False,#FFFF99,,
Canada,,3234,Terre Neuve (Newfoundland),1610,1712,False,False,False,False,#D2DBE5,,
Canada,,3234,Northwest Territories,1870,1904,False,False,False,False,,,
Canada,,3234,Alberta,1904,2024,False,False,False,False,#FFFF99,,
Canada,,3236,Newfoundland Colony,1610,1824,False,False,False,False,#F2DCDB,,
Canada,,3236,Crown Colony of Newfoundland,1824,1908,False,False,False,False,#F2DCDB,,
Canada,,3236,Dominion of Newfoundland,1908,1948,False,False,False,False,#F2DCDB,"1949 - Newfoundland, the last British colony in North America, enters Confederation as the tenth province following a pair of contentious referendums on whether the island should remain a British Crown Colony, become fully independent, or join Canada.",
Canada,,3236,Newfoundland,1948,2002,False,False,False,False,#FFFF99,,
Canada,,3236,Newfoundland and Labrador,2002,2024,False,False,False,False,#FFFF99,,
Canada,,3238,Province of Avalon,1610,1696,False,False,False,False,#F2DCDB,,
Canada,,3238,Northwest Territories,1870,1998,False,False,False,False,,"1999 - Nunavut is partitioned from the Northwest Territories to become Canada's third territory, following a series of plebiscites in 1982 and 1992, and establishment of the Nunavut Land Claims Agreement in 1993.",
Canada,,3238,Nunavut,1998,2024,False,False,False,False,#FFFF99,,
Caribbean,Caribbean Region,3250,Island groups,1396,1418,False,False,False,False,#DBEEF4,The three Caribbean Island groups contain both independent nations and numerous dependencies. Only the independent nations are included here.,
Caribbean,Caribbean Region,3250,Indigenous inhabitants prior to 1492 Ô,1452,1490,False,False,False,False,#DBEEF4,"At the time of the European discovery of most of the islands of the Caribbean, three major Amerindian indigenous peoples lived on the islands: The Taíno in the Greater Antilles, The Bahamas and the Leeward Islands, The Island Caribs and Galibi in the Windward Islands, and The Ciboney in western Cuba. The Taínos are subdivided into: Classic Taínos, who occupied Hispaniola and Puerto Rico, Western Taínos, who occupied Cuba, Jamaica, and the Bahamian archipelago, and Eastern Taínos, who occupied the Leeward Islands. Trinidad was inhabited by both Carib speaking and Arawak-speaking groups.",
Caribbean,Caribbean Region,3250,Colonial and Political Evolution of the Caribbean States,1492,1546,False,False,False,False,#DBEEF4,,
Caribbean,Caribbean Region,3250,Key:,1554,1556,False,False,False,False,,,
Caribbean,Caribbean Region,3250,Spain,1562,1564,False,False,False,False,,,
Caribbean,Caribbean Region,3250,England,1572,1574,False,False,False,False,,,
Caribbean,Caribbean Region,3250,France,1584,1586,False,False,False,False,,,
Caribbean,Caribbean Region,3250,United States,1596,1598,False,False,False,False,,,
Caribbean,Caribbean Region,3250,Independent Country,1614,1616,False,False,False,False,,,
Caribbean,The Bahamas,3252,West Indies Federation,1958,1962,False,False,False,False,#B3B1A9,"The West Indies Federation was a short-lived political union that existed from 3 January 1958 to 31 May 1962. Various islands in the Caribbean that were part of the British Empire came together to form the Federation, with its capital in Port of Spain, Trinidad and Tobago. The expressed intention of the Federation was to create a political unit that would become independent from Britain as a single state. Before that could happen, the Federation collapsed due to internal political conflicts over how it would be governed or function viably. The Federation also included the following dependent territories in addition to the islands that would later become independent countries: Cayman Islands Montserrat Turks and Caicos Island",
Caribbean,The Bahamas,3254,Lucayan Archipelago,1396,1418,False,False,False,False,#DBEEF4,,
Caribbean,The Bahamas,3254,The Bahamas,1420,1422,False,False,False,False,,,
Caribbean,The Bahamas,3254,Lucayan Taíno,1488,1490,False,False,False,False,,,
Caribbean,Cuba,3258,Greater Antilles,1396,1418,False,False,False,False,#DBEEF4,,
Caribbean,Cuba,3258,Cuba,1420,1422,False,False,False,False,,,
Caribbean,Cuba,3258,Taino and Guanahatabey,1488,1490,False,False,False,False,,,
Caribbean,Haiti,3260,Hispaniola,1406,1418,False,False,False,False,#B7DEE8,,
Caribbean,Haiti,3260,Haiti,1420,1422,False,False,False,False,,,
Caribbean,Haiti,3260,Taino,1488,1490,False,False,False,False,,,
Caribbean,Dominican Republic,3262,Dominican Republic,1420,1422,False,False,False,False,,,
Caribbean,Dominican Republic,3262,Taino,1488,1490,False,False,False,False,,,
Caribbean,Dominican Republic,3262,Haitian occupation,1822,1844,False,False,False,False,#D9D9D9,1821–1822 Brief independence as the State of Spanish Haiti.,
Caribbean,Jamaica,3264,Jamaica,1420,1422,False,False,False,False,,,
Caribbean,Jamaica,3264,Taino,1488,1490,False,False,False,False,,,
